data_source,model,ROC,Sens,Spec,ROCSD,SensSD,SpecSD,auc
Methylation,RandomForest,0.7630059523809526,0.7394444444444445,0.6271428571428571,0.08599796406259522,0.13299291032807298,0.14925409781404905,0.7469597069597078
