alpha,lambda,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
0,1e-4,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,1.3257113655901095e-4,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,1.7575106248547912e-4,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,2.3299518105153718e-4,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,3.0888435964774815e-4,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,4.0949150623804275e-4,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,5.428675439323859e-4,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,7.196856730011522e-4,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,9.540954763499944e-4,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,0.0012648552168552957,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,0.0016768329368110084,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,0.0022229964825261957,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,0.0029470517025518097,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,0.003906939937054617,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,0.005179474679231213,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,0.006866488450042998,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,0.009102981779915217,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,0.012067926406393288,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,0.015998587196060572,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,0.021209508879201904,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,0.028117686979742307,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,0.03727593720314938,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,0.04941713361323833,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,0.0655128556859551,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,0.08685113737513521,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,0.1151395399326447,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,0.15264179671752334,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,0.20235896477251575,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,0.2682695795279725,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,0.35564803062231287,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,0.47148663634573945,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,0.6250551925273969,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,0.8286427728546842,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,1.0985411419875573,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,1.4563484775012443,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,1.9306977288832496,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,2.559547922699533,0.7004662698412699,0.6433333333333333,0.6449999999999999,0.1100972025528232,0.16919000325564773,0.17037124330184858
0,3.39322177189533,0.7054464285714286,0.6383333333333333,0.6557142857142856,0.1106696988833041,0.16693073216626045,0.16739742010707157
0,4.498432668969444,0.7070734126984128,0.6472222222222221,0.6507142857142856,0.10593607172459377,0.15554108729011426,0.16236585253071908
0,5.963623316594637,0.7090376984126985,0.6516666666666666,0.6407142857142856,0.10269917943962466,0.15102743121507387,0.16761951264816446
0,7.9060432109077015,0.7133432539682539,0.651111111111111,0.6299999999999999,0.09962960512549152,0.14852671539216503,0.16451523821653172
0,10.481131341546853,0.713611111111111,0.6516666666666666,0.6249999999999999,0.1026220563818368,0.15102743121507387,0.1704242655026239
0,13.89495494373136,0.7082341269841271,0.6511111111111112,0.6149999999999999,0.1049015769752228,0.14944384207506303,0.17390326891342645
0,18.420699693267164,0.7068750000000001,0.6666666666666667,0.6149999999999999,0.10737966302979193,0.15569603445185404,0.17390326891342645
0,24.420530945486497,0.7081150793650796,0.6761111111111111,0.6199999999999999,0.10366006107312645,0.15016280602318674,0.17598725409938692
0,32.3745754281764,0.7105555555555556,0.6716666666666667,0.6199999999999999,0.1062137804600449,0.14516380700504355,0.17598725409938692
0,42.91934260128778,0.7104761904761904,0.6761111111111111,0.6199999999999999,0.10589294865201565,0.14669717696123216,0.17598725409938692
0,56.89866029018293,0.7100793650793649,0.6861111111111111,0.6099999999999999,0.10841531656597374,0.14265721239009813,0.16780647664927054
0,75.43120063354607,0.7120535714285715,0.7011111111111112,0.59,0.10652989101927766,0.15425006086131754,0.18337874360307457
0,100,0.7109920634920636,0.7288888888888888,0.585,0.10902450075204517,0.16068149936655163,0.1805161957797015
0.1,1e-4,0.7010515873015875,0.6577777777777777,0.6678571428571428,0.09976079152878536,0.17903023803728588,0.17572130260863705
0.1,1.3257113655901095e-4,0.7010515873015875,0.6577777777777777,0.6678571428571428,0.09976079152878536,0.17903023803728588,0.17572130260863705
