feature
ENSG00000179914
ENSG00000108821
ENSG00000168542
ENSG00000164692
ENSG00000198804
ENSG00000113140
ENSG00000115414
ENSG00000125730
ENSG00000198886
ENSG00000210082
ENSG00000185303
ENSG00000198938
ENSG00000168484
ENSG00000116690
ENSG00000156508
ENSG00000122852
ENSG00000240583
ENSG00000167244
ENSG00000026025
ENSG00000166710
ENSG00000182492
ENSG00000184009
ENSG00000198712
ENSG00000091986
ENSG00000198727
ENSG00000171345
ENSG00000198899
ENSG00000019582
ENSG00000075624
ENSG00000198763
ENSG00000198888
ENSG00000170421
ENSG00000234745
ENSG00000111640
ENSG00000169908
ENSG00000087086
ENSG00000243649
ENSG00000206503
ENSG00000111057
ENSG00000168878
ENSG00000102265
ENSG00000124107
ENSG00000167658
ENSG00000182326
ENSG00000133112
ENSG00000205542
ENSG00000120708
ENSG00000173432
ENSG00000198786
ENSG00000243566
ENSG00000115380
ENSG00000159403
ENSG00000142156
ENSG00000224389
ENSG00000163430
ENSG00000124942
ENSG00000204525
ENSG00000244731
ENSG00000196205
ENSG00000163359
ENSG00000167996
ENSG00000185624
ENSG00000257017
ENSG00000197746
ENSG00000142173
ENSG00000237973
ENSG00000164733
ENSG00000107742
ENSG00000141753
ENSG00000133110
ENSG00000139329
ENSG00000115461
ENSG00000120885
ENSG00000011465
ENSG00000130635
ENSG00000067225
ENSG00000092820
ENSG00000138821
ENSG00000102854
ENSG00000130600
ENSG00000135480
ENSG00000108679
ENSG00000074800
ENSG00000112096
ENSG00000186340
ENSG00000128422
ENSG00000137818
ENSG00000233476
ENSG00000161016
ENSG00000196924
ENSG00000106366
ENSG00000137573
ENSG00000142089
ENSG00000186081
ENSG00000000971
ENSG00000182718
ENSG00000174444
ENSG00000126709
ENSG00000137801
ENSG00000172137
ENSG00000254772
ENSG00000089157
ENSG00000149131
ENSG00000198695
ENSG00000167526
ENSG00000134871
ENSG00000140391
ENSG00000134333
ENSG00000170345
ENSG00000149273
ENSG00000197956
ENSG00000172270
ENSG00000196616
ENSG00000187498
ENSG00000137154
ENSG00000118785
ENSG00000100316
ENSG00000123838
ENSG00000124212
ENSG00000123384
ENSG00000149925
ENSG00000044574
ENSG00000035862
ENSG00000204287
ENSG00000100345
ENSG00000160932
ENSG00000147403
ENSG00000198840
ENSG00000231500
ENSG00000075223
ENSG00000149591
ENSG00000196230
ENSG00000204262
ENSG00000123416
ENSG00000204628
ENSG00000106624
ENSG00000166598
ENSG00000157227
ENSG00000204592
ENSG00000109971
ENSG00000034510
ENSG00000087245
ENSG00000142949
ENSG00000101825
ENSG00000125148
ENSG00000165949
ENSG00000117984
ENSG00000158710
ENSG00000142541
ENSG00000132470
ENSG00000265972
ENSG00000179218
ENSG00000120129
ENSG00000113657
ENSG00000100234
ENSG00000198034
ENSG00000118849
ENSG00000197747
ENSG00000212907
ENSG00000128567
ENSG00000149257
ENSG00000084234
ENSG00000150991
ENSG00000204388
ENSG00000106484
ENSG00000070756
ENSG00000178209
ENSG00000204389
ENSG00000228253
ENSG00000166033
ENSG00000080824
ENSG00000142192
ENSG00000245532
ENSG00000134339
ENSG00000111799
ENSG00000128510
ENSG00000142937
ENSG00000096384
ENSG00000177469
ENSG00000005884
ENSG00000041982
ENSG00000127022
ENSG00000132561
ENSG00000008988
ENSG00000173369
ENSG00000173372
ENSG00000013588
ENSG00000211459
ENSG00000107796
ENSG00000265190
ENSG00000128016
ENSG00000115306
ENSG00000103888
ENSG00000283041
ENSG00000038427
ENSG00000203857
ENSG00000131459
ENSG00000140988
ENSG00000248527
ENSG00000188257
ENSG00000150687
ENSG00000142534
ENSG00000196126
ENSG00000145592
ENSG00000168028
ENSG00000197249
ENSG00000137699
ENSG00000106538
ENSG00000170458
ENSG00000120738
ENSG00000166741
ENSG00000167460
ENSG00000090339
ENSG00000146674
ENSG00000171403
ENSG00000188157
ENSG00000161011
ENSG00000105372
ENSG00000170889
ENSG00000183255
ENSG00000011028
ENSG00000133048
ENSG00000109072
ENSG00000275395
ENSG00000108298
ENSG00000100097
ENSG00000143878
ENSG00000185885
ENSG00000150938
ENSG00000108518
ENSG00000108107
ENSG00000168743
ENSG00000148303
ENSG00000169100
ENSG00000163347
ENSG00000182774
ENSG00000174748
ENSG00000138326
ENSG00000122406
ENSG00000172757
ENSG00000134245
ENSG00000144713
ENSG00000128918
ENSG00000070404
ENSG00000125740
ENSG00000167995
ENSG00000197694
ENSG00000122786
ENSG00000285043
ENSG00000130508
ENSG00000264230
ENSG00000100985
ENSG00000150093
ENSG00000118523
ENSG00000163453
ENSG00000140416
ENSG00000136235
ENSG00000187608
ENSG00000116962
ENSG00000157601
ENSG00000105974
ENSG00000142871
ENSG00000077942
ENSG00000106483
ENSG00000198959
ENSG00000106333
ENSG00000026508
ENSG00000130303
ENSG00000164587
ENSG00000185650
ENSG00000197756
ENSG00000130066
ENSG00000160789
ENSG00000102144
ENSG00000114638
ENSG00000115457
ENSG00000159189
ENSG00000154096
ENSG00000175061
ENSG00000091136
ENSG00000111341
ENSG00000082641
ENSG00000110321
ENSG00000135862
ENSG00000102024
ENSG00000166147
ENSG00000108691
ENSG00000161970
ENSG00000186468
ENSG00000113721
ENSG00000124145
ENSG00000049656
ENSG00000092295
ENSG00000106211
ENSG00000124920
ENSG00000225630
ENSG00000158747
ENSG00000079739
ENSG00000173706
ENSG00000167553
ENSG00000135919
ENSG00000142676
ENSG00000271581
ENSG00000145423
ENSG00000071082
ENSG00000162244
ENSG00000083845
ENSG00000167004
ENSG00000121039
ENSG00000133026
ENSG00000104419
ENSG00000152952
ENSG00000187244
ENSG00000101335
ENSG00000112306
ENSG00000166441
ENSG00000241644
ENSG00000148180
ENSG00000107317
ENSG00000106809
ENSG00000167552
ENSG00000198755
ENSG00000164924
ENSG00000170315
ENSG00000231389
ENSG00000140105
ENSG00000166794
ENSG00000105825
ENSG00000063177
ENSG00000125691
ENSG00000142798
ENSG00000049540
ENSG00000221955
ENSG00000145425
ENSG00000188846
ENSG00000164694
ENSG00000185201
ENSG00000140937
ENSG00000105664
ENSG00000081479
ENSG00000114200
ENSG00000116133
ENSG00000168077
