alpha,lambda,ROC,Sens,Spec,ROCSD,SensSD,SpecSD,model,mtry,splitrule,min.node.size
0,42.91934260128778,0.7272420634920636,0.6128571428571429,0.725,0.09766962173296953,0.17958936058512528,0.1377849647169734,ElasticNet,NA,NA,NA
NA,NA,0.7630059523809526,0.6271428571428571,0.7394444444444445,0.08599796406259522,0.14925409781404905,0.13299291032807298,RandomForest,20,gini,10
