alpha,lambda,ROC,Sens,Spec,ROCSD,SensSD,SpecSD,model,mtry,splitrule,min.node.size
0,0.3359818286283781,0.6361656746031745,0.5207142857142857,0.7622222222222225,0.17415760386009704,0.17973430882474128,0.18061430668077702,ElasticNet,NA,NA,NA
NA,NA,0.6481200396825397,0.4792857142857143,0.7622222222222222,0.1824042165057145,0.1892407853237033,0.1575088180952983,RandomForest,2,gini,1
