data_source,model,ROC,Sens,Spec,ROCSD,SensSD,SpecSD,auc
Multiomic,RandomForest,0.7645238095238096,0.7766666666666667,0.6292857142857142,0.09147948393256354,0.1630057025183412,0.14933953233610764,0.756604010025062
