gene,skewness,abs_skewness
ENSG00000185800,0.9409664732487134,0.9409664732487134
ENSG00000171204,0.9405300945986879,0.9405300945986879
ENSG00000267769,0.940412273948261,0.940412273948261
ENSG00000174010,0.9397320090089148,0.9397320090089148
ENSG00000176783,0.9390936723141221,0.9390936723141221
ENSG00000235552,0.9389155866276854,0.9389155866276854
ENSG00000278467,0.9385553746678045,0.9385553746678045
ENSG00000218792,0.9385066425729119,0.9385066425729119
ENSG00000283907,0.9380419839111399,0.9380419839111399
ENSG00000265630,0.9379014639869209,0.9379014639869209
ENSG00000006453,0.9375963028216205,0.9375963028216205
ENSG00000229321,0.9371718499662836,0.9371718499662836
ENSG00000185024,0.9336592262150829,0.9336592262150829
ENSG00000169019,0.9332741468037876,0.9332741468037876
ENSG00000179262,0.9330222178350325,0.9330222178350325
ENSG00000275945,0.9329640625794978,0.9329640625794978
ENSG00000107957,0.9317330731715426,0.9317330731715426
ENSG00000169291,0.9302796680742434,0.9302796680742434
ENSG00000034510,0.9295493924037134,0.9295493924037134
ENSG00000276291,0.9285710945505579,0.9285710945505579
ENSG00000246889,0.9262949152996353,0.9262949152996353
ENSG00000138629,0.9248622842051519,0.9248622842051519
ENSG00000227339,0.924258671172767,0.924258671172767
ENSG00000219200,0.9229826270948512,0.9229826270948512
ENSG00000253869,0.9208084179350189,0.9208084179350189
ENSG00000166166,0.9204640598402343,0.9204640598402343
ENSG00000168282,0.9203722244596768,0.9203722244596768
ENSG00000257894,0.9203613329418997,0.9203613329418997
ENSG00000263120,0.9201560553456697,0.9201560553456697
ENSG00000227621,0.9200933195351685,0.9200933195351685
ENSG00000283429,0.9196225244810218,0.9196225244810218
ENSG00000259511,0.9188991370703474,0.9188991370703474
ENSG00000134744,0.9182279146279271,0.9182279146279271
ENSG00000214244,0.9174877857977128,0.9174877857977128
ENSG00000132646,0.9170662047958077,0.9170662047958077
ENSG00000226783,0.9163982517772372,0.9163982517772372
ENSG00000172115,0.9152109191600142,0.9152109191600142
ENSG00000244041,0.91459026736935,0.91459026736935
ENSG00000249709,0.9133107756904295,0.9133107756904295
ENSG00000142459,0.9132504012778306,0.9132504012778306
ENSG00000089177,0.9119600663887106,0.9119600663887106
ENSG00000270264,0.9118052328061611,0.9118052328061611
ENSG00000109944,0.9108955230406517,0.9108955230406517
ENSG00000181817,0.9108639728343619,0.9108639728343619
ENSG00000238181,0.9108284412786771,0.9108284412786771
ENSG00000280987,0.9083178167571339,0.9083178167571339
ENSG00000224829,0.90781928386464394,0.90781928386464394
ENSG00000240291,0.9075919094470374,0.9075919094470374
ENSG00000023572,0.9057579002533596,0.9057579002533596
ENSG00000267796,0.9055756361654413,0.9055756361654413
ENSG00000096401,0.9049290041809677,0.9049290041809677
ENSG00000236534,0.9039238814513307,0.9039238814513307
ENSG00000233870,0.9023210089137392,0.9023210089137392
ENSG00000231244,0.901110493535182,0.901110493535182
ENSG00000164031,0.8994279846702594,0.8994279846702594
ENSG00000196975,0.898584792702839,0.898584792702839
ENSG00000206739,0.8981261692179905,0.8981261692179905
ENSG00000228686,0.8971611899976996,0.8971611899976996
ENSG00000141543,0.8956506409699194,0.8956506409699194
ENSG00000239906,0.8925228591743213,0.8925228591743213
ENSG00000162825,0.8910836924591391,0.8910836924591391
ENSG00000236489,0.8910183626420363,0.8910183626420363
ENSG00000260581,0.8908078113704535,0.8908078113704535
ENSG00000162664,0.8902808048643684,0.8902808048643684
ENSG00000230228,0.8893167721506602,0.8893167721506602
ENSG00000197021,0.8892964890747821,0.8892964890747821
ENSG00000197608,0.8892435158347127,0.8892435158347127
ENSG00000144320,0.8879378326921602,0.8879378326921602
ENSG00000220842,0.8873779534226267,0.8873779534226267
ENSG00000214853,0.8870551486806222,0.8870551486806222
ENSG00000105229,0.8866523120258408,0.8866523120258408
ENSG00000183354,0.8863630060857921,0.8863630060857921
ENSG00000226950,0.8856844195836163,0.8856844195836163
ENSG00000170638,0.8852534867153966,0.8852534867153966
ENSG00000170632,0.8832845891453242,0.8832845891453242
ENSG00000103544,0.8827956158563084,0.8827956158563084
ENSG00000126461,0.8816604168764088,0.8816604168764088
ENSG00000234911,0.8807192623696213,0.8807192623696213
ENSG00000225071,0.879811613113905,0.879811613113905
ENSG00000206965,0.8781976150241168,0.8781976150241168
ENSG00000212789,0.8774498350321221,0.8774498350321221
ENSG00000273192,0.8768152540697527,0.8768152540697527
ENSG00000185475,0.8766315146785627,0.8766315146785627
ENSG00000111843,0.8760166990630189,0.8760166990630189
ENSG00000243538,0.8741417059966136,0.8741417059966136
ENSG00000215883,0.8728900539208796,0.8728900539208796
ENSG00000113068,0.8720662953846627,0.8720662953846627
ENSG00000272223,0.8713987670663331,0.8713987670663331
ENSG00000174939,0.8712623792960569,0.8712623792960569
ENSG00000271557,0.8686882591631337,0.8686882591631337
ENSG00000272677,0.8683617387759255,0.8683617387759255
ENSG00000140006,0.8680003967812512,0.8680003967812512
ENSG00000258778,0.8674327144179247,0.8674327144179247
ENSG00000244038,0.865844523355642,0.865844523355642
ENSG00000264247,0.8652889227831965,0.8652889227831965
ENSG00000249681,0.8641038468244363,0.8641038468244363
ENSG00000228335,0.8639412692185084,0.8639412692185084
ENSG00000180284,0.8636750520412461,0.8636750520412461
ENSG00000123739,0.8629379574328524,0.8629379574328524
ENSG00000230626,0.8628636932188753,0.8628636932188753
ENSG00000206964,0.8625206343131959,0.8625206343131959
ENSG00000285554,0.8614444946906213,0.8614444946906213
ENSG00000285857,0.8604964798427788,0.8604964798427788
ENSG00000223559,0.8600854303698762,0.8600854303698762
ENSG00000280136,0.8597656174535185,0.8597656174535185
